,アルバムID,属性,ﾚｱ,称号,名前,+,ｺｽﾄ,アルバム攻,アルバム守,MAX攻,MAX守,MAX確認,MAX攻/ｺｽﾄ,MAX守/ｺｽﾄ,特技名,対象属性,攻守,効果,備考,重複
,1402901,Cu,SR,[お月見ｳｻﾐﾝ],安部菜々,,16,3000,4320,7875,11340,○,492.2,708.8,ﾒﾙﾍﾝﾑｰﾝ,キュート,攻守,大アップ,,
,1403001,Cu,SR,[ﾊﾛｳｨﾝぷちﾃﾞﾋﾞﾙ],双葉杏,,17,4400,3200,11550,8400,○,679.4,494.1,飴くれ,キュート,攻,大～特大アップ,,
,1403101,Cu,SR,[絢爛紅葉],櫻井桃華,,16,3880,3720,10185,9765,×,636.6,610.3,秋色の歌声,自分,攻守,中～特大アップ,,
,1403201,Cu,SR,[小さなお姉さん],高槻やよい,,16,4000,2803,10500,7358,○,656.3,459.9,みんなでうたお,キュート,攻,大アップ,,
,1403301,Cu,SR,[ｼｬｲﾆｰﾌｪｽﾀ],天海春香,,12,2640,2640,6930,6930,×,577.5,577.5,MUSIC♪,全タイプ,攻守,中アップ,,
,1403401,Cu,SR,[ﾊﾛｳｨﾝｸｲｰﾝ],持田亜里沙,,16,3900,3780,10238,9923,×,639.9,620.2,ﾋﾐﾂのﾊｰﾄ,全タイプ,攻守,大アップ,,
,1403501,Cu,SR,[湯けむり大作戦],桃井あずき,,16,3200,3840,8400,10080,○,525.0,630.0,温泉大作戦!,キュート,守,中～特大アップ,,
,1403601,Cu,SR,[自称･天使],輿水幸子,,16,4380,2160,11498,5670,×,718.6,354.4,自称･舞い降りる羽根,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,守,中～特大ダウン,,
,1403701,Cu,SR,[繚乱の舞姫],楊菲菲,,11,1960,2460,5145,6458,○,467.7,587.1,流麗演舞,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,守,中アップ,,
,1403801,Cu,SR,[はりきりお嬢様],西園寺琴歌,,16,3940,3140,10343,8243,×,646.4,515.2,大地の祈り歌,キュート,攻,中～特大アップ,,
,1403901,Cu,SR,[ﾁｬｰﾐﾝｸﾞｷｬｯﾄ],前川みく,,17,3980,3840,10448,10080,×,614.6,592.9,にゃんにゃんﾎﾞｲｽ,キュート,攻守,中～特大アップ,｢1周年記念ボイス付きアイドル登場｣スカウト券付ガチャから,
,1404001,Cu,SR,[ｽｲｰﾄｸﾘｽﾏｽ],五十嵐響子,,16,3940,3200,10343,8400,×,646.4,525.0,手料理ﾌﾟﾚｾﾞﾝﾄ,ｷｭｰﾄﾊﾞｸﾒﾝ10人,攻,大アップ,「1周年記念ｸﾘｽﾏｽﾊﾟｰﾃｨｰ」ｶﾞﾁｬ,
,1404101,Cu,SR,[微笑みの聖女],ｸﾗﾘｽ,,11,2480,1880,6510,4935,×,591.8,448.6,清らかな心,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻,中アップ,イベント第25弾 アイドルサバイバル 聖歌響くクリスマス pt報酬,
,1404301,Cu,SR,[聖夜のﾌﾟﾚｾﾞﾝﾄ],小日向美穂,,17,4200,3360,11025,8820,×,648.5,518.8,ﾋﾐﾂのﾌﾟﾚｾﾞﾝﾄ,キュート,攻,中～特大アップ,2012/12/17～2012/12/20　「ハッピークリスマス」ガチャ,
,1404401,Cu,SR,[清純令嬢],水本ゆかり,,17,3840,4000,10080,10500,○,592.9,617.6,夢の舞台,全ﾀｲﾌﾟﾊﾞｸﾒﾝ10人,攻守,大アップ,2012/12/27 ガチャ追加,
,1404501,Cu,SR,[新春の華姫],島村卯月,,17,4520,3140,11865,8243,○,697.9,484.9,お年玉ｽﾏｲﾙ,キュート,攻,特大アップ,｢新春ｱｲﾄﾞﾙｺﾚｸｼｮﾝ｣ｶﾞﾁｬ,
,1404601,Cu,SR,[水彩の乙姫],栗原ﾈﾈ,,17,4420,2960,11603,7770,○,682.5,457.1,水彩ｽﾏｲﾙ,ｷｭｰﾄ･ｸｰﾙ,攻,大～特大アップ,「新・水着ﾊﾟﾗﾀﾞｲｽ」ｶﾞﾁｬ,
,1404701,Cu,SR,[ﾘﾄﾙﾌﾟﾘﾝｾｽ],福山舞,,17,4380,3280,11498,8610,×,676.4,506.5,優雅なひととき,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻,大～特大アップ,ｱｲﾄﾞﾙLIVEﾂｱｰ in ｲｷﾞﾘｽ上位報酬,
,1404801,Cu,SR,[CDﾃﾞﾋﾞｭｰ],小日向美穂,,9,1820,1680,4778,4410,×,530.9,490.0,Naked Romance,キュート,攻守,小アップ,第3弾アイドルCD,
,1405001,Cu,SR,[ﾊﾞﾚﾝﾀｲﾝｴﾝｼﾞｪﾙ],緒方智絵里,,17,4100,3920,10763,10290,○,633.1,605.3,ｸﾛｰﾊﾞｰﾊｰﾄ,キュート,攻守,大～特大アップ,2013/02/01～ ﾊﾞﾚﾝﾀｲﾝﾊﾟｰﾃｨｰガチャ期間限定SR,
,1405101,Cu,SR,[ﾌﾟﾘﾃｨﾊﾟﾃｨｼｴ],中野有香,,11,2000,2520,5250,6615,○,477.3,601.4,ｽｲｰﾄｸｯｷﾝｸﾞ,ｷｭｰﾄ･ｸｰﾙ,守,中アップ,,
,1405201,Cu,SR,[ｽﾏｲﾙﾊﾟﾃｨｼｴ],中野有香,,11,2200,2320,5775,6090,×,525.0,553.6,ｽｲｰﾄｸｯｷﾝｸﾞ,ｷｭｰﾄ･ｸｰﾙ,攻守,中アップ,,
,1405401,Cu,SR,[ﾒﾙﾃｨｽｲｰﾄ],三村かな子,,17,4440,2920,11655,7665,×,685.6,450.9,甘い魔法,キュート,攻,大～特大アップ,ﾊｯﾋﾟｰﾊﾞﾚﾝﾀｲﾝｶﾞﾁｬ,
,1405510,Cu,SR,[ふかふかﾌﾟﾘﾝｾｽ],古賀小春,,11,2900,2100,7610,5140,●,691.8,467.3,はなまる☆ｽﾏｲﾙ,全タイプ,攻,大アップ,,
,1405601,Cu,SR,[ｾｸｼｰﾊﾞﾆｰ],兵藤ﾚﾅ,,17,3400,4440,8925,11655,×,525.0,685.6,ｾｸｼｰｱﾋﾟｰﾙ,全ﾀｲﾌﾟﾊﾞｸﾒﾝ10人,守,大～特大アップ,,
,1405701,Cu,SR,[小さなおひな様],横山千佳,,17,4280,3740,11235,9818,×,660.9,577.5,おひなさまﾁｪﾝｼﾞ!,全タイプ,攻守,大～特大アップ,,
,1405801,Cu,SR,[ﾛｰｾﾞｽｺﾞｼｯｸ],日下部若葉,,16,3300,3940,8663,10343,×,541.4,646.4,精一杯の背伸び,キュート,守,中～特大アップ,,
,1405901,Cu,SR,[だだっ子お姫さま],双葉杏,,17,4540,2880,11918,7560,×,701.1,444.7,甘やかせ,全タイプ,守,特大ダウン,,
,1406001,Cu,SR,[ﾌﾟﾘﾏｳﾞｪｰﾗﾋﾞｱｯｼﾞｮ],間中美里,,11,2300,2280,6038,5985,○,548.9,544.1,ﾌｪﾘｰﾁｪｶﾝﾂｫｰﾈ,ｷｭｰﾄ･ｸｰﾙ,攻守,中アップ,アイドルLiveツアーinイタリア完走報酬,
,1406101,Cu,SR,[制服ｳｻﾐﾝ],安部菜々,,18,4880,3320,12810,8715,×,711.7,484.2,ｽｸｰﾙﾒﾙﾍﾝ,キュート,攻,特大アップ,,
,1406201,Cu,SR,[恋愛ｼﾝﾄﾞﾛｰﾑ],佐久間まゆ,,17,4560,2800,11970,7350,×,704.1,432.4,ｿｳｼｿｳｱｲ,全タイプ,守,特大ダウン,,
,1406301,Cu,SR,[ｽﾊﾟﾆｯｼｭﾀﾞﾝｻｰ],関裕美,,11,1960,2560,5145,6720,○,467.7,610.9,満点の笑顔,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,守,中アップ,アイドルLIVEツアー in スペイン,
,1406401,Cu,SR,[ﾊｯﾋﾟｰﾏｼﾞｼｬﾝ],工藤忍,,17,4060,3940,10658,10343,○,626.9,608.4,魔法のｼﾙｸﾊｯﾄ,ｷｭｰﾄ･ｸｰﾙ,攻守,特大アップ,,
,1406501,Cu,SR,[小悪魔お嬢様],涼宮星花,,17,4080,4020,10710,10553,×,630.0,620.8,高貴な眼差し,全タイプ,攻守,特大ダウン,,
,1406601,Cu,SR,[自称･ｾｸｼｰ],輿水幸子,,18,4760,3400,12495,8925,×,694.2,495.8,自称･ｾｸｼｰｱﾋﾟｰﾙ,キュート,攻,特大アップ,,
,1406701,Cu,SR,[CDﾃﾞﾋﾞｭｰ],安部菜々,,10,2200,1600,5775,4200,×,577.5,420.0,ﾒﾙﾍﾝﾃﾞﾋﾞｭｰ,キュート,攻守,中アップ,第4弾CD,
,1406801,Cu,SR,[CDﾃﾞﾋﾞｭｰ],輿水幸子,,10,1660,2160,4358,5670,×,435.8,567.0,To my daring…,キュート,攻守,中アップ,第4弾CD,
,1406901,Cu,SR,[ﾌｧﾝｼｰｶﾞｰﾙ],今井加奈,,17,4520,2880,11865,7560,○,697.9,444.7,ｲﾉｾﾝﾄｽﾏｲﾙ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻,特大アップ,ファンシーガールガチャ,
,1407001,Cu,SR,[ｶﾗﾌﾙﾚｲﾝﾎﾞｰ],五十嵐響子,,18,4420,4080,11603,10710,×,644.6,595.0,晴空ｽﾏｲﾙ,全タイプ,攻守,特大アップ,,
,1407101,Cu,SR,[薔薇色花嫁],櫻井桃華,,17,4000,4140,10500,10868,×,617.6,639.3,薔薇色ｵｰﾗ,キュート,攻守,特大アップ,,
,1407201,Cu,SR,[ﾄﾞﾘｰﾑ☆ﾌﾟﾘﾝｾｽ],古賀小春,,18,4820,3360,12653,8820,○,702.9,490.0,ﾄﾞｷﾄﾞｷ☆ﾄﾞﾘｰﾑ,ｷｭｰﾄ･ｸｰﾙ,攻,特大アップ,ﾄﾞﾘｰﾑ☆ﾌﾟﾘﾝｾｽ5STEPｶﾞﾁｬ,
,1407301,Cu,SR,[小さな名探偵],安斎都,,17,3840,4120,10080,10815,○,592.9,636.2,迷推理,全ﾀｲﾌﾟﾊﾞｸﾒﾝ10人,攻守,特大アップ,,
,1407501,Cu,SR,[さざ波の歌姫],栗原ﾈﾈ,,18,4440,4160,11655,10920,○,647.5,606.7,渚のﾒﾛﾃﾞｨ,全タイプ,攻守,特大ダウン,,
,1407601,Cu,SR,[浴衣の華姫],緒方智絵里,,18,5000,3380,13125,8873,○,729.2,492.9,恥じらいﾋﾟｰｽ,ｷｭｰﾄﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,特大アップ,アイドル浴衣祭り2013ガチャ,
,1407701,Cu,SR,[ﾊｰﾄﾌｪﾙﾄﾊﾟｰﾃｨｰ],楊菲菲,,17,3960,4000,10395,10500,○,611.5,617.6,愛情てんこ盛り,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻守,大～特大アップ,,
,1407801,Cu,SR,[一輪の幸せ],白菊ほたる,,12,2120,2820,5565,7403,×,463.8,616.9,幸運のお守り,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,守,中アップ,,
,1407901,Cu,SR,[一輪の微笑み],白菊ほたる,,13,3120,2520,8190,6615,×,630.0,508.8,幸運のお守り,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻,中～大アップ,,
,1408001,Cu,SR,[ﾊｯﾋﾟｰ☆ｼﾞｰﾆｱｽ],池袋晶葉,,18,4380,3980,11498,10448,○,638.8,580.4,天才のひらめき,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻守,特大アップ,,
,1408101,Cu,SR,[ｼｰｻｲﾄﾞｷｬｯﾄ],前川みく,,18,4460,4100,11708,10763,×,650.4,597.9,おねだりﾋﾞｷﾆ,全タイプ,攻守,特大ダウン,,
,1408201,Cu,SR,[ｻﾝｼｬｲﾝﾋﾞｰﾁ],道明寺歌鈴,,17,4000,3960,10500,10395,○,617.6,611.5,真夏のｱｸｼﾃﾞﾝﾄ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻,大～特大アップ,,
,1408301,Cu,SR,[ﾄﾞｰﾅｯﾂ☆ﾏｰﾒｲﾄﾞ],椎名法子,,18,4840,3400,12705,8925,○,705.8,495.8,ｼｭｶﾞｰｽｲｰﾄﾄﾞｰﾅｯﾂ,キュート,攻,特大アップ,,
,1408401,Cu,SR,[夏色ｶﾞｰﾙ],柳瀬美由紀,,13,3000,2460,7875,6458,○,605.8,496.8,ｸﾘｰﾐｰｽﾏｲﾙ,全タイプ,攻,大～特大アップ,,
,1408501,Cu,SR,[ﾒﾙﾍﾝ大作戦],桃井あずき,,18,4900,3340,12863,8768,○,714.6,487.1,お色直し大作戦,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻,特大アップ,,
,1408601,Cu,SR,[ﾄﾞﾗｲﾌﾞｲﾝｻﾏｰ],原田美世,,18,4480,4100,11760,10763,×,653.3,597.9,ﾄｯﾌﾟｽﾋﾟｰﾄﾞ,ｷｭｰﾄ･ｸｰﾙ,攻守,特大アップ,,
,1408701,Cu,SR,[ｼｰｸﾚｯﾄｸｲｰﾝ],浅野風香,,17,3960,4020,10395,10553,×,611.5,620.8,ﾁｪｯｸﾒｲﾄ,ｷｭｰﾄ･ｸｰﾙ,攻守,大～特大アップ,,
,1408801,Cu,SR,[ﾌｫｰﾁｭﾝﾊﾞﾆｰ],関裕美,,18,4280,4300,11235,11288,○,624.2,627.1,確かな幸せ,キュート,攻守,特大アップ,,
,1409001,Cu,SR,[ﾊﾟﾝｸな乙女],早坂美玲,,18,4960,3240,13020,8505,○,723.3,472.5,ﾗﾌﾞﾘｰ☆ｸﾛｰ,ｷｭｰﾄ･ｸｰﾙ,攻,特大アップ,,
,1409101,Cu,SR,[ｼﾝﾃﾞﾚﾗﾄﾞﾘｰﾑ],三村かな子,,18,5200,3200,13650,8400,×,758.3,466.7,夢のﾁｶﾗ,自分,攻,特大アップ,,
,1409201,Cu,SR,[はんなり京娘],小早川紗枝,,18,4920,3320,12915,8715,○,717.5,484.2,純白の祈り,キュート,攻,特大アップ,,
,1409301,Cu,SR,[素顔のお嬢様],水本ゆかり,,18,4460,4160,11708,10920,○,650.4,606.7,涼やかな歌声,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻守,特大ダウン,,
,1409401,Cu,SR,[ﾋﾟｰﾁｳｪｰﾌﾞ],村松さくら,,17,4020,3940,10553,10343,×,620.8,608.4,ｳｪｰﾌﾞｽﾏｲﾙ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻,大～特大アップ,,
,1409501,Cu,SR,[ﾊﾛｳｨﾝうぃっち],小日向美穂,,19,5240,3760,13755,9870,○,723.9,519.5,みほたんｷｽ,ｷｭｰﾄﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,特大アップ,,
,1409601,Cu,SR,[二面性の天使],柳清良,,13,3020,2440,7928,6405,○,609.8,492.7,癒やしの微笑み,全タイプ,攻,大～特大アップ,,
,1409701,Cu,SR,[ﾋﾟｭｱﾘｰｶﾞｰﾙ],奥山沙織 ,,18,4740,3460,12443,9083,×,691.3,504.6,透明な想い,ｷｭｰﾄ･ｸｰﾙ,攻,特大アップ,,
,1409801,Cu,SR,[ぷるるんｽﾎﾟｰﾃｨ],赤西瑛梨華,,12,2720,2220,7140,5828,×,595.0,485.7,ﾉﾘﾉﾘ☆ｱｸｼｮﾝ,ｷｭｰﾄ･ｸｰﾙ,攻,中アップ,,
,1409901,Cu,SR,[ﾛﾏﾝﾁｯｸﾅｲﾄ],井村雪菜,,12,2620,2480,6878,6510,×,573.2,542.5,星屑ｺｽﾒﾃｨｯｸ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻守,中アップ,,
,1410001,Cu,SR,[深紅の絆],佐久間まゆ,,19,4500,4500,11813,11813,×,621.7,621.7,運命のﾘﾎﾞﾝ,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻守,特大ダウン,,
,1410101,Cu,SR,[ｼｭｶﾞｰﾘｰﾎﾞﾃﾞｨ],榊原里美,,19,4480,4340,11760,11393,×,618.9,599.6,あまあまﾄｰｸ,ｷｭｰﾄ･ｸｰﾙ,攻守,特大アップ,,
,1410201,Cu,SR,[CDﾃﾞﾋﾞｭｰ],佐久間まゆ,,11,2400,1800,6300,4725,×,572.7,429.5,ｴｳﾞﾘﾃﾞｲﾄﾞﾘｰﾑ,キュート,攻守,中アップ,,
,1410301,Cu,SR,[CDﾃﾞﾋﾞｭｰ],緒方智絵里,,11,1740,2440,4568,6405,×,415.3,582.3,風色ﾒﾛﾃﾞｨ,キュート,攻守,中アップ,,
,1410401,Cu,SR,[わきわきﾊﾝﾀｰ],棟方愛海,,19,5160,3700,13545,9713,×,712.9,511.2,ﾄﾞﾘｰﾑﾀﾞｲﾌﾞ,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,特大アップ,,
,1410501,Cu,SR,[ｱﾆﾊﾞｰｻﾘｰｷｬｯﾄ],前川みく,,14,2420,3360,6353,8820,×,453.8,630.0,祝福のねこみみ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,守,中アップ,,
,1410601,Cu,SR,[ｱﾆﾊﾞｰｻﾘｰｷｬｯﾄ･S],前川みく,,15,3660,2880,9608,7560,×,640.5,504.0,祝福のねこみみ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻,大～特大アップ,,
,1410701,Cu,SR,[冬のﾒﾛﾃﾞｨｰ],緒方智絵里,,14,3040,3040,7980,7980,×,570.0,570.0,小さな想い,全タイプ,攻守,大～特大アップ,,
,1410801,Cu,SR,[自称･ﾌﾟﾚｾﾞﾝﾄ],輿水幸子,,19,4580,4440,12023,11655,×,632.8,613.4,自称･ｻﾌﾟﾗｲｽﾞ,キュート,攻守,特大～極大アップ,,
,1410901,Cu,SR,[LIVEｹﾞｽﾄ･ｽﾏｲﾙ],三村かな子,,14,3160,2960,8295,7770,×,592.5,555.0,魔法のﾊｰﾓﾆｰ,ｷｭｰﾄ･ｸｰﾙ,攻守,大～特大アップ,,
,1411001,Cu,SR,[ﾛﾜｲﾔﾙﾊｰﾄ],松原早耶,,13,3080,2400,8085,6300,×,621.9,484.6,ﾌﾟﾘﾃｨｱﾋﾟｰﾙ,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,大～特大アップ,,
,1411101,Cu,SR,[ﾊｰﾄﾌﾙｻｰﾋﾞｽ],五十嵐響子,,19,5220,3800,13703,9975,×,721.2,525.0,ﾏｺﾞｺﾛﾊｰﾄ,ｷｭｰﾄﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,特大アップ,,
,1411201,Cu,SR,[癒しの贈り主],ｸﾗﾘｽ,,17,3980,4040,10448,10605,×,614.6,623.8,微笑みの贈り物,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻守,大～特大アップ,,
,1411301,Cu,SR,[ﾊｯﾋﾟｰﾆｭｰｳｻﾐﾝ],安部菜々,,19,4640,4500,12180,11813,×,641.1,621.7,ﾒﾙﾍﾝ和服ﾓｰﾄﾞ,全タイプ,攻守,特大～極大ダウン,,
,1411401,Cu,SR,[新春の甘姫],双葉杏,,19,5340,3880,14018,10185,×,737.8,536.1,甘々おねだり,キュート,攻,特大～極大アップ,,
,1411501,Cu,SR,[ﾌﾟﾘﾃｨｰﾆｭｰｲﾔｰ],太田優,,17,3400,4540,8925,11918,×,525.0,701.1,絢爛ﾁｪﾝｼﾞ,ｷｭｰﾄ･ｸｰﾙ,守,大～特大アップ,LIVEツアーカーニバル後半メダル報酬,
,1411601,Cu,SR,[大傾奇娘],丹羽仁美,,17,4040,3940,10605,10343,×,623.8,608.4,あっぱれ演舞,ｷｭｰﾄ･ｸｰﾙ,攻,大～特大アップ,,
,1411701,Cu,SR,[ﾗｳﾞﾘｰ☆ﾊｰﾄ],藤本里奈,,19,4620,4620,12128,12128,×,638.3,638.3,ﾗｳﾞぽよﾎﾟｰｽﾞ☆,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻守,特大～極大アップ,,
,1411801,Cu,SR,[はじけて♪ｻﾏｰ],島村卯月,,19,5280,3680,13860,9660,×,729.5,508.4,恥じらいｽﾏｲﾙ,キュート,攻,特大～極大アップ,,
,1411901,Cu,SR,[ﾌｨｰﾁｬｰｽｲｰﾄﾋﾟｰ],長富蓮実,,17,4000,4020,10500,10553,×,617.6,620.8,ﾚﾄﾛﾒﾓﾘｱﾙ,ｷｭｰﾄ･ｸｰﾙ,攻守,大～特大アップ,,
,1412001,Cu,SR,[うたのおねえさん],持田亜里沙,,19,4400,4560,11550,11970,×,607.9,630.0,みんなでせえの!,全タイプ,攻守,特大～極大ダウン,,
,1412101,Cu,SR,[お嬢様の一幕],涼宮星花,,13,3140,2340,8243,6143,×,634.1,472.5,ｶﾞｰﾙｽﾞﾀｲﾑ,全ﾀｲﾌﾟﾊﾞｸﾒﾝ10人,攻,特大アップ,,
,1412201,Cu,SR,[ﾓｸﾞﾓｸﾞﾊﾞﾚﾝﾀｲﾝ],大原みちる,,18,4380,4360,11498,11445,×,638.8,635.8,焼きたてのﾊｰﾄ,全タイプ,攻守,特大～極大ダウン,,
,1412301,Cu,SR,[ｼｮｺﾗﾊﾞﾚﾝﾀｲﾝ],宮本ﾌﾚﾃﾞﾘｶ,,13,2240,3080,5880,8085,×,452.3,621.9,ﾗﾌﾞﾘｰﾁｮｺﾚｰﾄ,ｷｭｰﾄ･ｸｰﾙ,守,中アップ,,
,1412401,Cu,SR,[ｼｮｺﾗ･ｽﾏｲﾙ],宮本ﾌﾚﾃﾞﾘｶ,,16,3680,3840,9660,10080,×,603.8,630.0,ﾗﾌﾞﾘｰﾁｮｺﾚｰﾄ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻守,大～特大アップ,,
,1412501,Cu,SR,[ﾏｼﾞｶﾙｴﾝｼﾞｪﾙ],遊佐こずえ,,19,5320,3740,13965,9818,×,735.0,516.7,おめざのまほう,ｷｭｰﾄ･ｸｰﾙ,攻,特大～極大アップ,,
,1412601,Cu,SR,[ゆかしい花椿],江上椿,,17,4060,3960,10658,10395,×,626.9,611.5,穏やかなほほえみ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻,大～特大アップ,,
,1412701,Cu,SR,[はんなりﾒｲﾄﾞ],小早川紗枝,,18,4440,4340,11655,11393,×,647.5,632.9,京女の舞,キュート,攻守,特大～極大アップ,,
,1412801,Cu,SR,[ﾌｧｲﾃｨﾝｸﾞﾁｱｰ],中野有香,,17,4000,4040,10500,10605,×,617.6,623.8,応援入魂!,ｷｭｰﾄ･ｸｰﾙ,攻守,大～特大アップ,,
,1412901,Cu,SR,[ﾜﾝﾀﾞﾌﾙﾏｼﾞｯｸ],三村かな子,,19,4680,4660,12285,12233,×,646.6,643.8,とろける魔法,全タイプ,攻守,極大アップ,,
,1413001,Cu,SR,[ﾜﾝﾀﾞﾌﾙﾏｼﾞｯｸ],小日向美穂,,19,5320,3840,13965,10080,×,735.0,530.5,ﾄﾞｷﾄﾞｷの魔法,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻,極大アップ,,
,1413101,Cu,SR,[ﾀｲﾆｰﾛﾜｲﾔﾙ],早坂美玲,,13,3160,2360,8295,6195,×,638.1,476.5,無邪気な笑顔,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,大～特大アップ,,
,1413201,Cu,SR,[ﾜﾝﾀﾞﾌﾙﾏｼﾞｯｸ],双葉杏,,19,4720,4640,12390,12180,×,652.1,641.1,頑張らない魔法,ｷｭｰﾄ･ｸｰﾙ,攻守,極大アップ,,
,1413301,Cu,SR,[ｸﾛｰﾊﾞｰｴﾝｼﾞｪﾙ],緒方智絵里,,19,4660,4660,12233,12233,×,643.8,643.8,春の呼び声,全タイプ,攻守,極大ダウン,,
,1413401,Cu,SR,[ﾜﾝﾀﾞﾌﾙﾏｼﾞｯｸ],島村卯月,,19,5460,4000,14333,10500,×,754.4,552.6,笑顔の魔法,キュート,攻,極大アップ,,
,1413501,Cu,SR,[ｳﾞｫﾔｰｼﾞｭ･ﾌﾞﾚｲﾊﾞｰ],白菊ほたる,,13,3180,2300,8348,6038,×,642.2,464.5,勇気の一閃,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻,大～特大アップ,,
,1413601,Cu,SR,[ﾘｰﾌﾞﾙ･ﾐﾆﾖﾝ],宮本ﾌﾚﾃﾞﾘｶ,,19,5300,3980,13913,10448,×,732.3,549.9,小悪魔の誘惑,ｷｭｰﾄ･ｸｰﾙ,攻,極大アップ,,
,1413701,Cu,SR,[目覚めし淑女],大西由里子,,17,3580,4480,9398,11760,×,552.8,691.8,ﾕﾘﾕﾘｽﾍﾟｼｬﾙ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,守,大～特大アップ,,
,1413801,Cu,SR,[ｼﾝﾃﾞﾚﾗﾄﾞﾘｰﾑ],前川みく,,19,5520,3520,14490,9240,×,762.6,486.3,夢のﾁｶﾗ,自分,攻,極大アップ,,
,1413901,Cu,SR,[花園の春風],西園寺琴歌,,19,5380,3960,14123,10395,×,743.3,547.1,春風の息吹,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻,極大アップ,,
,1414001,Cu,SR,[CDﾃﾞﾋﾞｭｰ],小早川紗枝,,12,2700,2340,7088,6143,×,590.7,511.9,花簪 HANAKANZASHI,キュート,攻守,大アップ,,
,1414101,Cu,SR,[ｽﾍﾟｰｽ☆ｳｻﾐﾝ],安部菜々,,19,4660,4660,12233,12233,×,643.8,643.8,ｽﾍﾟｰｽﾗﾌﾞﾘｰﾋﾞｰﾑ,全タイプ,攻守,極大ダウン,,
,1414201,Cu,SR,[学園の秘密],五十嵐響子,,13,2780,2740,7298,7193,×,561.4,553.3,迫真の演技,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ+ﾊﾞｸﾒﾝ1人,攻守,大アップ,,
,1414301,Cu,SR,[学園の秘密･S],五十嵐響子,,17,4200,3860,11025,10133,×,648.5,596.1,迫真の演技,ｷｭｰﾄ･ｸｰﾙ,攻,大～特大アップ,,
,1414401,Cu,SR,[わんﾀﾞﾌﾙﾁｱｰ],太田優,,13,2820,2740,7403,7193,×,569.5,553.3,ﾌﾚﾌﾚわんわん,全ﾀｲﾌﾟﾌﾛﾝﾄ+ﾊﾞｸﾒﾝ1人,攻守,大～特大アップ,,
,1414501,Cu,SR,[ﾏｼﾞｶﾙ☆ﾌﾟﾘﾃｨｰﾊｰﾄ],横山千佳,,19,5460,3920,14333,10290,×,754.4,541.6,ﾏｼﾞｶﾙ☆ﾌﾟﾘﾃｨﾁｪﾝｼﾞ!,ｷｭｰﾄ･ﾊﾟｯｼｮﾝ,攻,極大アップ,,
,1414601,Cu,SR,[ﾏｼﾞｶﾙｶﾞｰﾙ･ｱｸｱ],福山舞,,13,2800,2720,7350,7140,×,565.4,549.2,ﾏｼﾞｶﾙｱｸｱ･ｽﾌﾟﾗｯｼｭ,ｷｭｰﾄ･ｸｰﾙ+ﾊﾞｸﾒﾝ1人,攻守,大アップ,,
,1414701,Cu,SR,[ﾏｼﾞｶﾙｶﾞｰﾙS･ｱｸｱ],福山舞,,17,4060,4040,10658,10605,×,626.9,623.8,ﾏｼﾞｶﾙｱｸｱ･ｽﾌﾟﾗｯｼｭ,ｷｭｰﾄ･ｸｰﾙ,攻守,大～特大アップ,,
